-2.23252,-9.02355,-5.57114,7.82836,-8.04426,5.94505,1.56263,7.26922,-3.61803,-5.87781
-0.85314,-7.89074,-6.80804,10.88933,-5.05990,5.26315,1.03969,6.78501,-4.51670,-4.86548
-3.92622,-9.71864,-6.52523,7.07348,-6.75324,4.32063,2.49282,5.54070,-4.13393,-6.84537
-2.17840,-8.74951,-7.88262,9.73515,-6.72650,4.24301,3.19166,5.83546,-5.48117,-2.49822
-3.66582,-8.21870,-5.49028,8.38937,-7.00722,4.30975,1.89529,5.81839,-6.22784,-6.26749
-1.85688,-6.28809,-7.35997,8.91189,-6.76319,4.67644,3.20366,6.72880,-5.16311,-5.64677
-2.67714,-6.62727,-7.62583,11.27061,-5.25574,2.29038,1.13140,6.46587,-4.96419,-4.79704
-4.99354,-4.77264,-0.10651,8.84572,1.99815,3.65657,8.42688,5.75576,2.42505,-5.24435
-5.98031,-4.52476,-0.54228,8.95861,2.31239,2.06284,8.38202,4.94244,2.28295,-6.32212
-6.99294,-3.14115,3.09776,10.12018,6.92695,0.88504,11.20881,5.83483,7.43199,-3.96411
-7.51480,-3.97249,4.35998,8.89698,6.23903,2.17076,9.44871,5.37317,9.45868,-6.28193
-7.89860,-1.88027,3.79233,8.73173,6.45055,2.34494,10.98741,4.96127,8.39494,-7.11134
-1.76243,-8.86640,-7.25491,7.20616,-5.64260,7.10996,1.58772,7.23268,-4.77389,-4.55533
-3.23757,-8.40364,-7.59754,8.73906,-5.75017,6.19478,0.87009,6.36052,-4.14860,-3.27952
-2.22191,-7.78699,-6.03004,8.92730,-5.28969,3.74964,0.90871,6.75902,-5.73089,-6.45712
-2.06399,-8.84416,-4.80147,7.42224,-6.51305,5.70728,1.56893,6.60771,-4.29502,-6.30976
-5.80374,-3.69000,1.34335,9.77478,1.06888,2.49812,7.22237,6.50429,2.04987,-4.68841
-6.04956,-3.20772,-0.00861,8.80206,1.90150,3.60294,6.72580,6.69890,3.45360,-5.68369
-5.43757,-3.71863,-1.15450,9.15742,2.12842,1.68110,7.84625,5.08767,3.80414,-6.45224
-7.61130,-3.27556,5.42912,9.29758,5.34141,1.60552,10.34826,4.58875,7.57059,-5.90907
-7.74389,-1.15363,4.32284,10.03553,6.93308,1.80905,11.37503,6.34286,6.35352,-3.78586
-7.37323,-3.23511,3.41391,8.81067,5.94308,1.47341,11.93621,4.19030,8.96062,-5.06368
-3.35184,-6.98404,-6.48594,7.89182,-8.53633,4.17311,1.78887,5.64615,-5.11131,-6.09041
-1.62050,-8.40644,-6.89405,8.68377,-5.61736,3.49058,2.29868,5.60449,-6.13782,-5.27319
-1.93575,-8.41074,-6.00806,7.16486,-5.34974,4.68107,2.28145,6.36015,-6.06233,-6.36919
-4.27467,-4.41901,0.01194,8.79495,0.65930,2.33831,7.56654,5.90446,3.92434,-5.38253
-4.90227,-5.01731,-0.89103,9.13648,1.97199,1.25828,6.39843,6.27803,4.75264,-4.98041
-5.64411,-5.00568,0.56184,7.57640,1.53490,3.71584,7.70142,5.04491,4.14186,-5.89796
-6.23269,-3.59277,5.75979,9.05203,5.03810,2.32787,11.92292,2.94782,7.13504,-5.88412
-6.99675,-4.56483,3.82567,8.97419,7.23234,0.81390,11.12601,2.80741,7.63896,-5.92063
-7.20928,-4.66113,3.66108,7.07012,5.35799,0.37854,13.13773,4.07070,8.79659,-5.14416
-1.98187,-7.87692,-5.81307,7.08752,-6.94146,4.46369,2.16359,6.33913,-6.39963,-6.01229
-2.16286,-8.78721,-7.17619,7.98612,-5.28548,4.67046,1.65943,4.59478,-5.54582,-5.36704
-3.20467,-8.19312,-5.76263,7.79377,-6.53243,5.80858,0.90572,7.18956,-4.23636,-2.89485
-2.55194,-5.70870,-3.29561,8.69622,-4.23602,3.73511,3.63051,6.06160,-0.04836,-5.46005
-3.41931,-5.69357,-3.81106,7.72030,-2.35541,4.39373,3.22724,6.44196,-0.44105,-6.16244
-3.94081,-5.86764,-3.59233,9.93306,-1.94628,2.12129,4.20337,4.93927,-1.76556,-4.24962
-5.12959,-3.85632,-2.06523,8.82358,1.46085,2.08993,7.64400,4.53951,3.36836,-5.05823
-5.22105,-4.94419,0.38813,7.65813,1.99600,2.74125,7.56906,6.28365,2.48386,-4.75647
-4.19438,-4.99732,1.04731,7.26226,2.34919,4.49417,8.26164,4.78943,2.56068,-6.30732
-6.67732,-3.58349,1.42762,8.97159,1.90484,3.01452,6.54626,5.17425,2.86547,-5.17076
-7.90801,-2.64753,4.50444,9.81619,5.87968,0.19917,10.01812,4.03049,7.29571,-4.94547
-7.47151,-2.75077,3.53875,7.90993,6.90432,1.07097,10.25435,4.93890,8.15836,-6.34948
-6.66360,-4.55862,5.31194,9.09028,6.65504,0.01881,9.58335,4.89678,8.90532,-5.17767
-1.54431,-7.70151,-7.18087,8.95661,-5.97957,5.41423,-0.71147,5.80087,-3.87892,-4.69737
-3.34766,-8.03682,-6.56025,8.73549,-6.05629,4.41833,0.22410,3.61347,-5.15646,-5.55034
-1.52300,-7.03516,-5.38731,10.01813,-6.03955,4.82542,-0.33540,5.67332,-4.47418,-4.55685
-3.31507,-6.57954,-3.67877,7.66000,-3.92449,5.13733,1.52205,6.18122,-3.14889,-5.83388
-2.99490,-6.09278,-4.11298,8.73222,-4.18115,3.68478,1.88551,6.00211,-2.59959,-5.32608
-3.61258,-5.80724,-4.24258,8.22834,-3.84862,3.97277,2.51572,6.44274,-2.69392,-4.67896
-3.47407,-5.91585,-5.40610,8.62903,-2.39862,3.20345,2.09938,5.62271,-2.30906,-5.60844
-3.66302,-5.87554,-2.18902,7.81630,-4.88262,3.94911,3.62527,6.52567,-2.66304,-4.66107
-4.90596,-5.71821,-2.49690,8.36141,-4.28526,4.44094,2.23425,4.83717,-1.77407,-5.66561
-2.66224,-6.62182,-1.89608,9.14922,-3.22661,2.90500,3.59358,7.11627,-2.51391,-3.05955
-4.43379,-6.57557,-3.99882,7.75736,-3.50828,3.43707,4.81507,4.99436,-1.36741,-3.57916
-3.75738,-4.79671,-2.56841,8.68867,-1.94631,4.85718,2.04728,6.30483,-1.30538,-5.85520
-4.48458,-5.79817,-3.18360,9.10093,-2.57462,2.02615,4.45477,5.10488,-1.87569,-3.85726
-4.71158,-4.85197,0.42693,7.47235,2.06839,2.83892,6.46700,4.54309,2.38347,-7.45840
-5.86378,-3.79825,0.45391,9.87211,1.27015,2.52359,7.21663,5.02938,2.56251,-2.38601
-4.81249,-4.34506,1.00843,9.54604,1.48317,2.45453,6.26730,4.67970,3.78027,-4.76746
-7.57343,-3.48984,1.03668,8.29804,1.32868,2.98003,6.12548,5.43172,3.71344,-4.38836
-8.69884,-3.26685,3.22781,8.14689,6.83252,1.51589,9.60801,4.56125,8.15714,-3.94731
-7.82327,-2.10436,4.78618,8.05564,7.38023,3.25502,10.27632,5.17550,7.03381,-4.45424
-8.73218,-3.87965,5.18635,8.96526,5.69343,-1.47106,10.07422,5.31839,8.28634,-3.11663
-0.83100,-9.42755,-9.44314,8.50266,-7.97736,4.56576,-0.21022,5.65074,-7.15681,-2.34427
-2.99002,-7.58127,-6.14503,7.97112,-7.82536,4.61517,-2.32202,7.08996,-9.05255,-5.42800
-1.70095,-8.36812,-8.77549,6.58012,-8.74844,5.29695,1.53949,5.10727,-7.32973,-4.36132
-1.07704,-9.38412,-7.14397,5.20339,-8.03595,6.39216,0.61031,7.25786,-6.79011,-4.81143
-2.24483,-9.28719,-6.82014,6.87600,-7.37809,3.32403,-0.87905,5.64090,-7.33580,-6.66675
0.53673,-8.22006,-6.86636,8.06912,-8.67952,5.32169,1.88860,6.40202,-6.13751,-2.88564
-2.64222,-8.01627,-6.63986,8.55154,-8.18326,4.18161,-1.68657,5.12743,-5.14599,-5.40209
-2.08494,-7.85712,-6.54081,7.77564,-7.21483,5.05510,1.48912,4.97104,-7.22313,-4.16253
-2.05901,-7.56372,-6.09744,8.70355,-4.67710,5.51194,-1.25336,6.80829,-7.08105,-4.18228
-3.49094,-8.06045,-8.07977,8.88282,-5.63575,4.70430,-0.84980,4.44656,-4.88226,-3.57429
-1.49514,-6.80850,-8.08128,9.10163,-5.07586,5.62006,0.00191,4.48767,-4.88865,-4.83797
-3.36693,-8.03776,-4.33178,8.67664,-7.02411,4.46114,0.30098,5.55970,-5.82783,-3.16179
-3.07463,-6.27551,-4.96328,8.61888,-7.32269,4.94620,-0.64748,5.49714,-4.20739,-5.59549
-2.63403,-8.23820,-6.21580,6.54605,-6.47828,4.69891,2.88855,5.77515,-4.79081,-3.37813
-2.92547,-6.74458,-4.64398,8.27445,-6.29642,4.44949,-0.15636,6.80910,-4.04538,-4.57190
-2.02297,-7.43183,-5.46713,7.01726,-6.09022,4.01293,1.79944,5.86221,-3.88011,-5.70749
-2.77466,-5.67811,-7.53233,8.04919,-4.34045,4.88380,3.03286,4.96621,-4.74519,-3.97045
-1.67376,-7.92968,-6.31784,10.17887,-3.57128,2.58906,1.02235,3.99330,-3.74376,-4.11329
-2.93002,-4.82678,-6.08001,9.51105,-4.80233,4.67048,1.44865,5.44300,-3.31460,-3.89935
-1.11814,-7.14574,-1.99763,7.95281,-6.43881,3.64433,2.56093,6.43086,-3.77447,-5.40730
-4.60855,-5.69206,-4.84128,8.65569,-4.23293,3.32759,1.67459,5.94151,-4.02804,-3.78420
-2.09779,-7.77227,-3.26521,8.93497,-4.25829,2.00287,2.33347,5.11693,-3.79061,-4.93377
-2.93835,-7.12909,-4.61055,7.77507,-2.50759,5.26993,2.15535,5.02852,-3.11349,-4.75135
-1.75254,-6.18354,-5.08427,8.21915,-2.16486,3.87934,3.87859,5.69719,-3.84398,-4.41562
-2.40323,-5.17082,-3.70316,9.81589,-4.30127,2.92693,1.47797,5.44902,-1.50083,-5.47024
-4.44752,-4.32716,-2.09453,8.03506,-6.59228,1.73606,3.22594,6.51060,-2.39049,-5.69933
-3.01639,-5.61695,-3.65181,7.91880,-4.16493,4.92983,3.21898,5.03696,-0.90932,-5.01186
-4.20500,-6.62745,-3.55517,7.14387,-1.22355,3.75181,4.60177,4.93795,-4.21950,-4.66383
-4.86358,-5.26092,-3.71694,7.58406,-2.14080,4.07601,4.24950,5.12532,-2.92969,-4.38462
-3.78745,-5.45260,-4.08994,7.64568,-2.55755,2.38331,4.90476,4.76785,-2.08210,-5.48854
-5.04453,-6.09682,-2.93893,7.33643,-1.37080,5.71754,4.51616,3.49670,-2.39305,-4.58876
-3.86606,-2.89814,-0.10481,8.84281,-0.07074,3.02759,6.69653,4.32697,4.16622,-5.94859
-4.55160,-4.75104,1.29915,8.61444,0.56924,2.98203,6.69690,3.83665,3.69100,-5.09579
-5.87382,-4.18721,-0.13556,8.98951,2.57852,1.40827,6.87888,3.38579,2.44422,-5.22143
-8.29808,-1.32869,4.59708,7.73095,5.35212,1.87627,10.46006,5.91797,7.43569,-3.72447
-7.08385,-2.59912,3.11942,8.15121,8.21606,1.57962,10.41796,3.23060,7.26509,-5.82898
-7.06947,-1.85266,4.65690,8.02349,6.48009,1.51812,10.07658,5.03686,8.47085,-5.44927
0.02152,-10.01268,-8.22056,9.24347,-7.13533,4.47256,-1.57595,3.79836,-7.64594,-4.27495
-2.90294,-7.05414,-8.82961,7.99022,-9.84842,5.02192,-0.90995,4.48025,-6.33723,-4.29511
-0.72531,-7.32665,-7.51689,9.61669,-6.00490,4.30372,-0.90820,6.08800,-9.39404,-3.53788
0.50804,-8.85172,-7.01787,8.77189,-6.01369,5.57451,-0.51929,5.28869,-8.03767,-4.08998
-1.88664,-7.96502,-7.19540,7.28269,-7.85944,4.79796,0.58501,6.28836,-7.48340,-3.28063
-2.48370,-7.71941,-6.26407,7.36960,-7.78264,5.84985,0.25067,5.46215,-7.41049,-3.80493
-0.56495,-5.91270,-7.23211,8.86078,-6.12124,5.22873,-2.92251,7.06938,-5.43167,-6.53217
-2.55687,-9.55977,-6.07078,7.09151,-6.27942,4.20774,-0.87320,5.53925,-6.44998,-4.69432
-1.57607,-7.50603,-6.78220,7.64099,-8.00603,6.32726,0.66346,5.02635,-4.59673,-3.57948
-2.54058,-7.32964,-8.16266,7.13486,-6.83578,4.83500,0.99958,5.04257,-4.89534,-4.11551
